a	/a/
privilegiaseis	/pɾiβilexjaseis/
privilegiásemos	/pɾiβileˈxjasemos/
privilegiasen	/pɾiβilexjasen/
privilegiases	/pɾiβilexjases/
privilegiaste	/pɾiβilexjaste/
privilegiasteis	/pɾiβilexjasteis/
privilegiativa	/pɾiβilexjatiβa/
privilegiativas	/pɾiβilexjatiβas/
privilegiativo	/pɾiβilexjatiβo/
privilegiativos	/pɾiβilexjatiβos/
privilegié	/pɾiβileˈxje/
privilegie	/pɾiβilexje/
privilegiéis	/pɾiβileˈxjeis/
privilegiemos	/pɾiβilexjemos/
privilegien	/pɾiβilexjen/
privilegies	/pɾiβilexjes/
privilegió	/pɾiβileˈxjo/
privilegio	/pɾiβilexjo/
privilegios	/pɾiβilexjos/
privó	/pɾiˈβo/
privo	/pɾiβo/
pro	/pɾo/
proa	/pɾoa/
proas	/pɾoas/
proba	/pɾoβa/
probaba	/pɾoβaβa/
probabais	/pɾoβaβais/
probábamos	/pɾoˈβaβamos/
probaban	/pɾoβaβan/
probabas	/pɾoβaβas/
probabilidad	/pɾoβaβiliðað/
probabilidades	/pɾoβaβiliðaðes/
probabilismo	/pɾoβaβilizmo/
probabilismos	/pɾoβaβilizmos/
probabilista	/pɾoβaβilista/
probabilistas	/pɾoβaβilistas/
probabilística	/pɾoβaβiˈlistika/
probabilísticas	/pɾoβaβiˈlistikas/
probabilístico	/pɾoβaβiˈlistiko/
probabilísticos	/pɾoβaβiˈlistikos/
probable	/pɾoβaβle/
probablemente	/pɾoβaβlemente/
probables	/pɾoβaβles/
probación	/pɾoβaˈsjon/
probaciones	/pɾoβasjones/
probad	/pɾoβað/
probada	/pɾoβaða/
probadas	/pɾoβaðas/
probado	/pɾoβaðo/
probador	/pɾoβaðoɾ/
probadora	/pɾoβaðoɾa/
probadoras	/pɾoβaðoɾas/
probadores	/pɾoβaðoɾes/
probados	/pɾoβaðos/
probadura	/pɾoβaðuɾa/
probaduras	/pɾoβaðuɾas/
probáis	/pɾoˈβais/
probamos	/pɾoβamos/
probando	/pɾoβando/
probándola	/pɾoˈβandola/
probándolas	/pɾoˈβandolas/
probándole	/pɾoˈβandole/
probándoles	/pɾoˈβandoles/
probándolo	/pɾoˈβandolo/
probándolos	/pɾoˈβandolos/
probándome	/pɾoˈβandome/
probándomela	/pɾoˈβandomela/
probándomelas	/pɾoˈβandomelas/
probándomelo	/pɾoˈβandomelo/
probándomelos	/pɾoˈβandomelos/
probándonos	/pɾoˈβandonos/
probándonosla	/pɾoˈβandonozla/
probándonoslas	/pɾoˈβandonozlas/
probándonoslo	/pɾoˈβandonozlo/
probándonoslos	/pɾoˈβandonozlos/
probándoos	/pɾoˈβandoos/
probándoosla	/pɾoˈβandoozla/
probándooslas	/pɾoˈβandoozlas/
probándooslo	/pɾoˈβandoozlo/
probándooslos	/pɾoˈβandoozlos/
probándose	/pɾoˈβandose/
probándosela	/pɾoˈβandosela/
probándoselas	/pɾoˈβandoselas/
probándoselo	/pɾoˈβandoselo/
probándoselos	/pɾoˈβandoselos/
probándote	/pɾoˈβandote/
probándotela	/pɾoˈβandotela/
probándotelas	/pɾoˈβandotelas/
probándotelo	/pɾoˈβandotelo/
probándotelos	/pɾoˈβandotelos/
probanza	/pɾoβansa/
probanzas	/pɾoβansas/
probar	/pɾoβaɾ/
probará	/pɾoβaˈɾa/
probara	/pɾoβaɾa/
probarais	/pɾoβaɾais/
probáramos	/pɾoˈβaɾamos/
probarán	/pɾoβaˈɾan/
probaran	/pɾoβaɾan/
probarás	/pɾoβaˈɾas/
probaras	/pɾoβaɾas/
probaré	/pɾoβaˈɾe/
probare	/pɾoβaɾe/
probaréis	/pɾoβaˈɾeis/
probareis	/pɾoβaɾeis/
probáremos	/pɾoˈβaɾemos/
probaremos	/pɾoβaɾemos/
probaren	/pɾoβaɾen/
probares	/pɾoβaɾes/
probaría	/pɾoβaˈɾia/
probaríais	/pɾoβaˈɾiais/
probaríamos	/pɾoβaˈɾiamos/
probarían	/pɾoβaˈɾian/
probarías	/pɾoβaˈɾias/
probarla	/pɾoβaɾla/
probarlas	/pɾoβaɾlas/
probarle	/pɾoβaɾle/
probarles	/pɾoβaɾles/
probarlo	/pɾoβaɾlo/
probarlos	/pɾoβaɾlos/
probarme	/pɾoβaɾme/
probármela	/pɾoˈβaɾmela/
probármelas	/pɾoˈβaɾmelas/
probármelo	/pɾoˈβaɾmelo/
probármelos	/pɾoˈβaɾmelos/
probarnos	/pɾoβaɾnos/
probárnosla	/pɾoˈβaɾnozla/
probárnoslas	/pɾoˈβaɾnozlas/
probárnoslo	/pɾoˈβaɾnozlo/
probárnoslos	/pɾoˈβaɾnozlos/
probaron	/pɾoβaɾon/
probaros	/pɾoβaɾos/
probárosla	/pɾoˈβaɾozla/
probároslas	/pɾoˈβaɾozlas/
probároslo	/pɾoˈβaɾozlo/
probároslos	/pɾoˈβaɾozlos/
probarse	/pɾoβaɾse/
probársela	/pɾoˈβaɾsela/
probárselas	/pɾoˈβaɾselas/
probárselo	/pɾoˈβaɾselo/
probárselos	/pɾoˈβaɾselos/
probarte	/pɾoβaɾte/
probártela	/pɾoˈβaɾtela/
probártelas	/pɾoˈβaɾtelas/
probártelo	/pɾoˈβaɾtelo/
probártelos	/pɾoˈβaɾtelos/
probas	/pɾoβas/
probase	/pɾoβase/
probaseis	/pɾoβaseis/
probásemos	/pɾoˈβasemos/
probasen	/pɾoβasen/
probases	/pɾoβases/
probaste	/pɾoβaste/
probasteis	/pɾoβasteis/
probática	/pɾoˈβatika/
probáticas	/pɾoˈβatikas/
probatoria	/pɾoβatoɾja/
probatorias	/pɾoβatoɾjas/
probatorio	/pɾoβatoɾjo/
probatorios	/pɾoβatoɾjos/
probatura	/pɾoβatuɾa/
probaturas	/pɾoβatuɾas/
probé	/pɾoˈβe/
probéis	/pɾoˈβeis/
probemos	/pɾoβemos/
probeta	/pɾoβeta/
probetas	/pɾoβetas/
problema	/pɾoβlema/
problemas	/pɾoβlemas/
problemática	/pɾoβleˈmatika/
problemáticamente	/pɾoβleˈmatikamente/
problemáticas	/pɾoβleˈmatikas/
problemático	/pɾoβleˈmatiko/
problemáticos	/pɾoβleˈmatikos/
problemilla	/pɾoβlemiʎa/
problemillas	/pɾoβlemiʎas/
probó	/pɾoˈβo/
probo	/pɾoβo/
probos	/pɾoβos/
probóscide	/pɾoˈβossiðe/
probóscides	/pɾoˈβossiðes/
proboscidio	/pɾoβossiðjo/
proboscidios	/pɾoβossiðjos/
procaces	/pɾokases/
procacidad	/pɾokasiðað/
procacidades	/pɾokasiðaðes/
procapellán	/pɾokapeˈʎan/
procapellanes	/pɾokapeʎanes/
procaz	/pɾokas/
proceda	/pɾoseða/
procedáis	/pɾoseˈðais/
procedamos	/pɾoseðamos/
procedan	/pɾoseðan/
procedas	/pɾoseðas/
procede	/pɾoseðe/
proceded	/pɾoseðeð/
procedéis	/pɾoseˈðeis/
procedemos	/pɾoseðemos/
proceden	/pɾoseðen/
procedencia	/pɾoseðensja/
procedencias	/pɾoseðensjas/
procedente	/pɾoseðente/
procedentes	/pɾoseðentes/
proceder	/pɾoseðeɾ/
procederá	/pɾoseðeˈɾa/
procederán	/pɾoseðeˈɾan/
procederás	/pɾoseðeˈɾas/
procederé	/pɾoseðeˈɾe/
procederéis	/pɾoseðeˈɾeis/
procederemos	/pɾoseðeɾemos/
procedería	/pɾoseðeˈɾia/
procederíais	/pɾoseðeˈɾiais/
procederíamos	/pɾoseðeˈɾiamos/
procederían	/pɾoseðeˈɾian/
procederías	/pɾoseðeˈɾias/
procederme	/pɾoseðeɾme/
procedernos	/pɾoseðeɾnos/
procederos	/pɾoseðeɾos/
procederse	/pɾoseðeɾse/
procederte	/pɾoseðeɾte/
procedes	/pɾoseðes/
procedí	/pɾoseˈði/
procedía	/pɾoseˈðia/
procedíais	/pɾoseˈðiais/
procedíamos	/pɾoseˈðiamos/
procedían	/pɾoseˈðian/
procedías	/pɾoseˈðias/
procedida	/pɾoseðiða/
procedidas	/pɾoseðiðas/
procedido	/pɾoseðiðo/
procedidos	/pɾoseðiðos/
procediendo	/pɾoseðjendo/
procediéndome	/pɾoseˈðjendome/
procediéndonos	/pɾoseˈðjendonos/
procediéndoos	/pɾoseˈðjendoos/
procediéndose	/pɾoseˈðjendose/
procediéndote	/pɾoseˈðjendote/
procediera	/pɾoseðjeɾa/
procedierais	/pɾoseðjeɾais/
procediéramos	/pɾoseˈðjeɾamos/
procedieran	/pɾoseðjeɾan/
procedieras	/pɾoseðjeɾas/
procediere	/pɾoseðjeɾe/
procediereis	/pɾoseðjeɾeis/
procediéremos	/pɾoseˈðjeɾemos/
procedieren	/pɾoseðjeɾen/
procedieres	/pɾoseðjeɾes/
procedieron	/pɾoseðjeɾon/
procediese	/pɾoseðjese/
procedieseis	/pɾoseðjeseis/
procediésemos	/pɾoseˈðjesemos/
procediesen	/pɾoseðjesen/
procedieses	/pɾoseðjeses/
procedimiento	/pɾoseðimjento/
procedimientos	/pɾoseðimjentos/
procedimos	/pɾoseðimos/
procedió	/pɾoseˈðjo/
procediste	/pɾoseðiste/
procedisteis	/pɾoseðisteis/
procedo	/pɾoseðo/
proceleusmático	/pɾoseleuˈzmatiko/
proceleusmáticos	/pɾoseleuˈzmatikos/
procelosa	/pɾoselosa/
procelosas	/pɾoselosas/
proceloso	/pɾoseloso/
procelosos	/pɾoselosos/
procerato	/pɾoseɾato/
proceratos	/pɾoseɾatos/
procesa	/pɾosesa/
procesaba	/pɾosesaβa/
procesabais	/pɾosesaβais/
procesábamos	/pɾoseˈsaβamos/
procesaban	/pɾosesaβan/
procesabas	/pɾosesaβas/
procesable	/pɾosesaβle/
procesables	/pɾosesaβles/
procesad	/pɾosesað/
procesada	/pɾosesaða/
procesadas	/pɾosesaðas/
procesado	/pɾosesaðo/
procesador	/pɾosesaðoɾ/
procesadores	/pɾosesaðoɾes/
procesados	/pɾosesaðos/
procesáis	/pɾoseˈsais/
procesal	/pɾosesal/
procesales	/pɾosesales/
procesamiento	/pɾosesamjento/
procesamientos	/pɾosesamjentos/
procesamos	/pɾosesamos/
procesan	/pɾosesan/
procesando	/pɾosesando/
procesándola	/pɾoseˈsandola/
procesándolas	/pɾoseˈsandolas/
procesándole	/pɾoseˈsandole/
procesándoles	/pɾoseˈsandoles/
procesándolo	/pɾoseˈsandolo/
procesándolos	/pɾoseˈsandolos/
procesándome	/pɾoseˈsandome/
procesándomela	/pɾoseˈsandomela/
procesándomelas	/pɾoseˈsandomelas/
procesándomelo	/pɾoseˈsandomelo/
procesándomelos	/pɾoseˈsandomelos/
procesándonos	/pɾoseˈsandonos/
procesándonosla	/pɾoseˈsandonozla/
procesándonoslas	/pɾoseˈsandonozlas/
procesándonoslo	/pɾoseˈsandonozlo/
procesándonoslos	/pɾoseˈsandonozlos/
procesándoos	/pɾoseˈsandoos/
procesándoosla	/pɾoseˈsandoozla/
procesándooslas	/pɾoseˈsandoozlas/
procesándooslo	/pɾoseˈsandoozlo/
procesándooslos	/pɾoseˈsandoozlos/
procesándose	/pɾoseˈsandose/
procesándosela	/pɾoseˈsandosela/
procesándoselas	/pɾoseˈsandoselas/
procesándoselo	/pɾoseˈsandoselo/
procesándoselos	/pɾoseˈsandoselos/
procesándote	/pɾoseˈsandote/
procesándotela	/pɾoseˈsandotela/
procesándotelas	/pɾoseˈsandotelas/
procesándotelo	/pɾoseˈsandotelo/
procesándotelos	/pɾoseˈsandotelos/
procesar	/pɾosesaɾ/
procesará	/pɾosesaˈɾa/
procesara	/pɾosesaɾa/
procesarais	/pɾosesaɾais/
procesáramos	/pɾoseˈsaɾamos/
procesarán	/pɾosesaˈɾan/
procesaran	/pɾosesaɾan/
procesarás	/pɾosesaˈɾas/
procesaras	/pɾosesaɾas/
procesaré	/pɾosesaˈɾe/
procesare	/pɾosesaɾe/
procesaréis	/pɾosesaˈɾeis/
procesareis	/pɾosesaɾeis/
procesáremos	/pɾoseˈsaɾemos/
procesaremos	/pɾosesaɾemos/
procesaren	/pɾosesaɾen/
procesares	/pɾosesaɾes/
procesaría	/pɾosesaˈɾia/
procesaríais	/pɾosesaˈɾiais/
procesaríamos	/pɾosesaˈɾiamos/
procesarían	/pɾosesaˈɾian/
procesarías	/pɾosesaˈɾias/
procesarla	/pɾosesaɾla/
procesarlas	/pɾosesaɾlas/
procesarle	/pɾosesaɾle/
procesarles	/pɾosesaɾles/
procesarlo	/pɾosesaɾlo/
procesarlos	/pɾosesaɾlos/
procesarme	/pɾosesaɾme/
procesármela	/pɾoseˈsaɾmela/
procesármelas	/pɾoseˈsaɾmelas/
procesármelo	/pɾoseˈsaɾmelo/
procesármelos	/pɾoseˈsaɾmelos/
procesarnos	/pɾosesaɾnos/
procesárnosla	/pɾoseˈsaɾnozla/
procesárnoslas	/pɾoseˈsaɾnozlas/
procesárnoslo	/pɾoseˈsaɾnozlo/
procesárnoslos	/pɾoseˈsaɾnozlos/
procesaron	/pɾosesaɾon/
procesaros	/pɾosesaɾos/
procesárosla	/pɾoseˈsaɾozla/
procesároslas	/pɾoseˈsaɾozlas/
procesároslo	/pɾoseˈsaɾozlo/
procesároslos	/pɾoseˈsaɾozlos/
procesarse	/pɾosesaɾse/
procesársela	/pɾoseˈsaɾsela/
procesárselas	/pɾoseˈsaɾselas/
procesárselo	/pɾoseˈsaɾselo/
procesárselos	/pɾoseˈsaɾselos/
procesarte	/pɾosesaɾte/
procesártela	/pɾoseˈsaɾtela/
procesártelas	/pɾoseˈsaɾtelas/
procesártelo	/pɾoseˈsaɾtelo/
procesártelos	/pɾoseˈsaɾtelos/
procesas	/pɾosesas/
procesase	/pɾosesase/
procesaseis	/pɾosesaseis/
procesásemos	/pɾoseˈsasemos/
procesasen	/pɾosesasen/
procesases	/pɾosesases/
procesaste	/pɾosesaste/
procesasteis	/pɾosesasteis/
procesé	/pɾoseˈse/
procese	/pɾosese/
proceséis	/pɾoseˈseis/
procesemos	/pɾosesemos/
procesen	/pɾosesen/
proceses	/pɾoseses/
procesión	/pɾoseˈsjon/
procesional	/pɾosesjonal/
procesionales	/pɾosesjonales/
procesionaria	/pɾosesjonaɾja/
procesionarias	/pɾosesjonaɾjas/
procesionario	/pɾosesjonaɾjo/
procesionarios	/pɾosesjonaɾjos/
procesiones	/pɾosesjones/
procesó	/pɾoseˈso/
proceso	/pɾoseso/
procesos	/pɾosesos/
procinto	/pɾosinto/
procintos	/pɾosintos/
proción	/pɾoˈsjon/
prociones	/pɾosjones/
proclama	/pɾoklama/
proclamaba	/pɾoklamaβa/
proclamabais	/pɾoklamaβais/
proclamábamos	/pɾoklaˈmaβamos/
proclamaban	/pɾoklamaβan/
proclamabas	/pɾoklamaβas/
proclamación	/pɾoklamaˈsjon/
proclamaciones	/pɾoklamasjones/
proclamad	/pɾoklamað/
proclamada	/pɾoklamaða/
proclamadas	/pɾoklamaðas/
proclamado	/pɾoklamaðo/
proclamados	/pɾoklamaðos/
proclamáis	/pɾoklaˈmais/
proclamamos	/pɾoklamamos/
proclaman	/pɾoklaman/
proclamando	/pɾoklamando/
proclamándola	/pɾoklaˈmandola/
proclamándolas	/pɾoklaˈmandolas/
proclamándole	/pɾoklaˈmandole/
proclamándoles	/pɾoklaˈmandoles/
proclamándolo	/pɾoklaˈmandolo/
proclamándolos	/pɾoklaˈmandolos/
proclamándome	/pɾoklaˈmandome/
proclamándonos	/pɾoklaˈmandonos/
proclamándoos	/pɾoklaˈmandoos/
proclamándose	/pɾoklaˈmandose/
proclamándote	/pɾoklaˈmandote/
proclamar	/pɾoklamaɾ/
proclamará	/pɾoklamaˈɾa/
proclamara	/pɾoklamaɾa/
proclamarais	/pɾoklamaɾais/
proclamáramos	/pɾoklaˈmaɾamos/
proclamarán	/pɾoklamaˈɾan/
proclamaran	/pɾoklamaɾan/
proclamarás	/pɾoklamaˈɾas/
proclamaras	/pɾoklamaɾas/
proclamaré	/pɾoklamaˈɾe/
proclamare	/pɾoklamaɾe/
proclamaréis	/pɾoklamaˈɾeis/
proclamareis	/pɾoklamaɾeis/
proclamáremos	/pɾoklaˈmaɾemos/
proclamaremos	/pɾoklamaɾemos/
proclamaren	/pɾoklamaɾen/
proclamares	/pɾoklamaɾes/
proclamaría	/pɾoklamaˈɾia/
proclamaríais	/pɾoklamaˈɾiais/
proclamaríamos	/pɾoklamaˈɾiamos/
proclamarían	/pɾoklamaˈɾian/
proclamarías	/pɾoklamaˈɾias/
proclamarla	/pɾoklamaɾla/
proclamarlas	/pɾoklamaɾlas/
proclamarle	/pɾoklamaɾle/
proclamarles	/pɾoklamaɾles/
proclamarlo	/pɾoklamaɾlo/
proclamarlos	/pɾoklamaɾlos/
proclamarme	/pɾoklamaɾme/
proclamarnos	/pɾoklamaɾnos/
proclamaron	/pɾoklamaɾon/
proclamaros	/pɾoklamaɾos/
proclamarse	/pɾoklamaɾse/
proclamarte	/pɾoklamaɾte/
proclamas	/pɾoklamas/
proclamase	/pɾoklamase/
proclamaseis	/pɾoklamaseis/
proclamásemos	/pɾoklaˈmasemos/
proclamasen	/pɾoklamasen/
proclamases	/pɾoklamases/
proclamaste	/pɾoklamaste/
proclamasteis	/pɾoklamasteis/
proclamé	/pɾoklaˈme/
proclame	/pɾoklame/
proclaméis	/pɾoklaˈmeis/
proclamemos	/pɾoklamemos/
proclamen	/pɾoklamen/
proclames	/pɾoklames/
proclamó	/pɾoklaˈmo/
proclamo	/pɾoklamo/
proclítica	/pɾoˈklitika/
proclíticas	/pɾoˈklitikas/
proclítico	/pɾoˈklitiko/
proclíticos	/pɾoˈklitikos/
proclive	/pɾokliβe/
proclives	/pɾokliβes/
proclividad	/pɾokliβiðað/
procrea	/pɾokɾea/
procreaba	/pɾokɾeaβa/
procreabais	/pɾokɾeaβais/
procreábamos	/pɾokɾeˈaβamos/
procreaban	/pɾokɾeaβan/
procreabas	/pɾokɾeaβas/
procreación	/pɾokɾeaˈsjon/
procreaciones	/pɾokɾeasjones/
procread	/pɾokɾeað/
procreada	/pɾokɾeaða/
procreadas	/pɾokɾeaðas/
procreado	/pɾokɾeaðo/
procreador	/pɾokɾeaðoɾ/
procreadora	/pɾokɾeaðoɾa/
procreadoras	/pɾokɾeaðoɾas/
procreadores	/pɾokɾeaðoɾes/
procreados	/pɾokɾeaðos/
procreáis	/pɾokɾeˈais/
procreamos	/pɾokɾeamos/
procrean	/pɾokɾean/
procreando	/pɾokɾeando/
procrear	/pɾokɾeaɾ/
procreará	/pɾokɾeaˈɾa/
procreara	/pɾokɾeaɾa/
procrearais	/pɾokɾeaɾais/
procreáramos	/pɾokɾeˈaɾamos/
procrearán	/pɾokɾeaˈɾan/
procrearan	/pɾokɾeaɾan/
procrearás	/pɾokɾeaˈɾas/
procrearas	/pɾokɾeaɾas/
procrearé	/pɾokɾeaˈɾe/
procreare	/pɾokɾeaɾe/
procrearéis	/pɾokɾeaˈɾeis/
procreareis	/pɾokɾeaɾeis/
procreáremos	/pɾokɾeˈaɾemos/
procrearemos	/pɾokɾeaɾemos/
procrearen	/pɾokɾeaɾen/
procreares	/pɾokɾeaɾes/
procrearía	/pɾokɾeaˈɾia/
procrearíais	/pɾokɾeaˈɾiais/
procrearíamos	/pɾokɾeaˈɾiamos/
procrearían	/pɾokɾeaˈɾian/
procrearías	/pɾokɾeaˈɾias/
procrearon	/pɾokɾeaɾon/
procreas	/pɾokɾeas/
procrease	/pɾokɾease/
procreaseis	/pɾokɾeaseis/
procreásemos	/pɾokɾeˈasemos/
procreasen	/pɾokɾeasen/
procreases	/pɾokɾeases/
procreaste	/pɾokɾeaste/
procreasteis	/pɾokɾeasteis/
procreé	/pɾokɾeˈe/
procree	/pɾokɾee/
procreéis	/pɾokɾeˈeis/
procreemos	/pɾokɾeemos/
procreen	/pɾokɾeen/
procrees	/pɾokɾees/
procreó	/pɾokɾeˈo/
procreo	/pɾokɾeo/
procura	/pɾokuɾa/
procuraba	/pɾokuɾaβa/
procurabais	/pɾokuɾaβais/
procurábamos	/pɾokuˈɾaβamos/
procuraban	/pɾokuɾaβan/
procurabas	/pɾokuɾaβas/
procuración	/pɾokuɾaˈsjon/
procuraciones	/pɾokuɾasjones/
procurad	/pɾokuɾað/
procurada	/pɾokuɾaða/
procuradas	/pɾokuɾaðas/
procurado	/pɾokuɾaðo/
procurador	/pɾokuɾaðoɾ/
procuradora	/pɾokuɾaðoɾa/
procuradoras	/pɾokuɾaðoɾas/
procuradores	/pɾokuɾaðoɾes/
procurados	/pɾokuɾaðos/
procuraduría	/pɾokuɾaðuˈɾia/
procuradurías	/pɾokuɾaðuˈɾias/
procuráis	/pɾokuˈɾais/
procuramos	/pɾokuɾamos/
procuran	/pɾokuɾan/
procurando	/pɾokuɾando/
procurándola	/pɾokuˈɾandola/
procurándolas	/pɾokuˈɾandolas/
procurándole	/pɾokuˈɾandole/
procurándoles	/pɾokuˈɾandoles/
procurándolo	/pɾokuˈɾandolo/
procurándolos	/pɾokuˈɾandolos/
procurándome	/pɾokuˈɾandome/
procurándonos	/pɾokuˈɾandonos/
procurándoos	/pɾokuˈɾandoos/
procurándose	/pɾokuˈɾandose/
procurándote	/pɾokuˈɾandote/
procurar	/pɾokuɾaɾ/
procurará	/pɾokuɾaˈɾa/
procurara	/pɾokuɾaɾa/
procurarais	/pɾokuɾaɾais/
procuráramos	/pɾokuˈɾaɾamos/
procurarán	/pɾokuɾaˈɾan/
procuraran	/pɾokuɾaɾan/
procurarás	/pɾokuɾaˈɾas/
procuraras	/pɾokuɾaɾas/
procuraré	/pɾokuɾaˈɾe/
procurare	/pɾokuɾaɾe/
procuraréis	/pɾokuɾaˈɾeis/
procurareis	/pɾokuɾaɾeis/
procuráremos	/pɾokuˈɾaɾemos/
procuraremos	/pɾokuɾaɾemos/
procuraren	/pɾokuɾaɾen/
procurares	/pɾokuɾaɾes/
procuraría	/pɾokuɾaˈɾia/
procuraríais	/pɾokuɾaˈɾiais/
procuraríamos	/pɾokuɾaˈɾiamos/
procurarían	/pɾokuɾaˈɾian/
procurarías	/pɾokuɾaˈɾias/
procurarla	/pɾokuɾaɾla/
procurarlas	/pɾokuɾaɾlas/
procurarle	/pɾokuɾaɾle/
procurarles	/pɾokuɾaɾles/
procurarlo	/pɾokuɾaɾlo/
procurarlos	/pɾokuɾaɾlos/
procurarme	/pɾokuɾaɾme/
procurarnos	/pɾokuɾaɾnos/
procuraron	/pɾokuɾaɾon/
procuraros	/pɾokuɾaɾos/
procurarse	/pɾokuɾaɾse/
procurarte	/pɾokuɾaɾte/
procuras	/pɾokuɾas/
procurase	/pɾokuɾase/
procuraseis	/pɾokuɾaseis/
procurásemos	/pɾokuˈɾasemos/
procurasen	/pɾokuɾasen/
procurases	/pɾokuɾases/
procuraste	/pɾokuɾaste/
procurasteis	/pɾokuɾasteis/
procuré	/pɾokuˈɾe/
procure	/pɾokuɾe/
procuréis	/pɾokuˈɾeis/
procuremos	/pɾokuɾemos/
procuren	/pɾokuɾen/
procures	/pɾokuɾes/
procuró	/pɾokuˈɾo/
procuro	/pɾokuɾo/
prodiga	/pɾoðiɣa/
pródiga	/ˈpɾoðiɣa/
prodigaba	/pɾoðiɣaβa/
prodigabais	/pɾoðiɣaβais/
prodigábamos	/pɾoðiˈɣaβamos/
prodigaban	/pɾoðiɣaβan/
prodigabas	/pɾoðiɣaβas/
prodigad	/pɾoðiɣað/
prodigada	/pɾoðiɣaða/
prodigadas	/pɾoðiɣaðas/
prodigado	/pɾoðiɣaðo/
prodigados	/pɾoðiɣaðos/
prodigáis	/pɾoðiˈɣais/
prodigalidad	/pɾoðiɣaliðað/
pródigamente	/ˈpɾoðiɣamente/
prodigamos	/pɾoðiɣamos/
prodigan	/pɾoðiɣan/
prodigando	/pɾoðiɣando/
prodigándola	/pɾoðiˈɣandola/
prodigándolas	/pɾoðiˈɣandolas/
prodigándole	/pɾoðiˈɣandole/
prodigándoles	/pɾoðiˈɣandoles/
prodigándolo	/pɾoðiˈɣandolo/
prodigándolos	/pɾoðiˈɣandolos/
prodigándome	/pɾoðiˈɣandome/
prodigándonos	/pɾoðiˈɣandonos/
prodigándoos	/pɾoðiˈɣandoos/
prodigándose	/pɾoðiˈɣandose/
prodigándote	/pɾoðiˈɣandote/
prodigar	/pɾoðiɣaɾ/
prodigará	/pɾoðiɣaˈɾa/
prodigara	/pɾoðiɣaɾa/
prodigarais	/pɾoðiɣaɾais/
prodigáramos	/pɾoðiˈɣaɾamos/
prodigarán	/pɾoðiɣaˈɾan/
prodigaran	/pɾoðiɣaɾan/
prodigarás	/pɾoðiɣaˈɾas/
prodigaras	/pɾoðiɣaɾas/
prodigaré	/pɾoðiɣaˈɾe/
prodigare	/pɾoðiɣaɾe/
prodigaréis	/pɾoðiɣaˈɾeis/
prodigareis	/pɾoðiɣaɾeis/
prodigáremos	/pɾoðiˈɣaɾemos/
prodigaremos	/pɾoðiɣaɾemos/
prodigaren	/pɾoðiɣaɾen/
prodigares	/pɾoðiɣaɾes/
prodigaría	/pɾoðiɣaˈɾia/
prodigaríais	/pɾoðiɣaˈɾiais/
prodigaríamos	/pɾoðiɣaˈɾiamos/
prodigarían	/pɾoðiɣaˈɾian/
prodigarías	/pɾoðiɣaˈɾias/
prodigarla	/pɾoðiɣaɾla/
prodigarlas	/pɾoðiɣaɾlas/
prodigarle	/pɾoðiɣaɾle/
prodigarles	/pɾoðiɣaɾles/
prodigarlo	/pɾoðiɣaɾlo/
prodigarlos	/pɾoðiɣaɾlos/
prodigarme	/pɾoðiɣaɾme/
prodigarnos	/pɾoðiɣaɾnos/
prodigaron	/pɾoðiɣaɾon/
prodigaros	/pɾoðiɣaɾos/
prodigarse	/pɾoðiɣaɾse/
prodigarte	/pɾoðiɣaɾte/
prodigas	/pɾoðiɣas/
pródigas	/ˈpɾoðiɣas/
prodigase	/pɾoðiɣase/
prodigaseis	/pɾoðiɣaseis/
prodigásemos	/pɾoðiˈɣasemos/
prodigasen	/pɾoðiɣasen/
prodigases	/pɾoðiɣases/
prodigaste	/pɾoðiɣaste/
prodigasteis	/pɾoðiɣasteis/
prodigio	/pɾoðixjo/
prodigios	/pɾoðixjos/
prodigiosa	/pɾoðixjosa/
prodigiosamente	/pɾoðixjosamente/
prodigiosas	/pɾoðixjosas/
prodigiosidad	/pɾoðixjosiðað/
prodigiosidades	/pɾoðixjosiðaðes/
prodigioso	/pɾoðixjoso/
prodigiosos	/pɾoðixjosos/
prodigó	/pɾoðiˈɣo/
prodigo	/pɾoðiɣo/
pródigo	/ˈpɾoðiɣo/
pródigos	/ˈpɾoðiɣos/
prodigué	/pɾoðiˈɣe/
prodigue	/pɾoðiɣe/
prodiguéis	/pɾoðiˈɣeis/
prodiguemos	/pɾoðiɣemos/
prodiguen	/pɾoðiɣen/
prodigues	/pɾoðiɣes/
pródromo	/ˈpɾoðɾomo/
pródromos	/ˈpɾoðɾomos/
producción	/pɾoðuˈksjon/
producciones	/pɾoðuksjones/
produce	/pɾoðuse/
producen	/pɾoðusen/
producente	/pɾoðusente/
producentes	/pɾoðusentes/
produces	/pɾoðuses/
producía	/pɾoðuˈsia/
producíais	/pɾoðuˈsiais/
producíamos	/pɾoðuˈsiamos/
producían	/pɾoðuˈsian/
producías	/pɾoðuˈsias/
producible	/pɾoðusiβle/
producibles	/pɾoðusiβles/
producid	/pɾoðusið/
producida	/pɾoðusiða/
producidas	/pɾoðusiðas/
producido	/pɾoðusiðo/
producidos	/pɾoðusiðos/
produciendo	/pɾoðusjendo/
produciéndola	/pɾoðuˈsjendola/
produciéndolas	/pɾoðuˈsjendolas/
produciéndole	/pɾoðuˈsjendole/
produciéndoles	/pɾoðuˈsjendoles/
produciéndolo	/pɾoðuˈsjendolo/
produciéndolos	/pɾoðuˈsjendolos/
